2 4
10
10 4
4 1
1 7
5 7
3 5
8
8 9
6
45 50
46 50
46
43 46
48 41
41 47
47
42 47
42 44
49
21
23
29 30
24 29
24
24 26
25 27
22 27
22
28
40
34
32 35
32 34
36 38
39
32 36
31 39
31 33
37
11 17
11 15
11 13
11 12
13
18 20
16 19
18 
16 18
14
